TwoStage Config: BETA=0.001, ALPHA=0.5, epochs=150
Loading player data (season 2019-26)...
  170772 rows loaded
  train=136880  val=33892
Loading game outcomes...
Game outcomes loaded: 4,995 games, cols=['gameId', 'home_score', 'away_score', 'home_pace', 'home_poss', 'away_pace', 'away_poss']
  4995 games with outcomes
Building loaders (raw targets)...
  done
  team_dim=256  player_dim=24
--no-resume — starting from epoch 0.
Training two-stage model epochs 0–149
Epoch 108/149 | beta 0.00100 | train recon 0.1347  game_mse 0.0000  kl/dim 0.512 | val recon 0.1582  game_mse nan  kl/dim 0.309
Epoch 109/149 | beta 0.00100 | train recon 0.1362  game_mse 0.0000  kl/dim 0.511 | val recon 0.1584  game_mse nan  kl/dim 0.302
Epoch 110/149 | beta 0.00100 | train recon 0.1342  game_mse 0.0000  kl/dim 0.513 | val recon 0.1584  game_mse nan  kl/dim 0.302
  [diag] P(over|z) std: mean=0.0235  std=0.0127  (target >0.05)
Epoch 111/149 | beta 0.00100 | train recon 0.1340  game_mse 0.0000  kl/dim 0.512 | val recon 0.1577  game_mse nan  kl/dim 0.310
Epoch 112/149 | beta 0.00100 | train recon 0.1350  game_mse 0.0000  kl/dim 0.512 | val recon 0.1588  game_mse nan  kl/dim 0.320
Epoch 113/149 | beta 0.00100 | train recon 0.1349  game_mse 0.0000  kl/dim 0.513 | val recon 0.1586  game_mse nan  kl/dim 0.310
Epoch 114/149 | beta 0.00100 | train recon 0.1339  game_mse 0.0000  kl/dim 0.512 | val recon 0.1576  game_mse nan  kl/dim 0.318
Epoch 115/149 | beta 0.00100 | train recon 0.1348  game_mse 0.0000  kl/dim 0.512 | val recon 0.1577  game_mse nan  kl/dim 0.324
Epoch 116/149 | beta 0.00100 | train recon 0.1351  game_mse 0.0000  kl/dim 0.514 | val recon 0.1587  game_mse nan  kl/dim 0.304
Epoch 117/149 | beta 0.00100 | train recon 0.1349  game_mse 0.0000  kl/dim 0.511 | val recon 0.1582  game_mse nan  kl/dim 0.319
Epoch 118/149 | beta 0.00100 | train recon 0.1342  game_mse 0.0000  kl/dim 0.514 | val recon 0.1586  game_mse nan  kl/dim 0.299
Epoch 119/149 | beta 0.00100 | train recon 0.1335  game_mse 0.0000  kl/dim 0.516 | val recon 0.1603  game_mse nan  kl/dim 0.303
Epoch 120/149 | beta 0.00100 | train recon 0.1350  game_mse 0.0000  kl/dim 0.514 | val recon 0.1597  game_mse nan  kl/dim 0.310
  [diag] P(over|z) std: mean=0.0236  std=0.0129  (target >0.05)
Epoch 121/149 | beta 0.00100 | train recon 0.1335  game_mse 0.0000  kl/dim 0.514 | val recon 0.1591  game_mse nan  kl/dim 0.306
Epoch 122/149 | beta 0.00100 | train recon 0.1329  game_mse 0.0000  kl/dim 0.512 | val recon 0.1589  game_mse nan  kl/dim 0.316
Epoch 123/149 | beta 0.00100 | train recon 0.1329  game_mse 0.0000  kl/dim 0.514 | val recon 0.1592  game_mse nan  kl/dim 0.312
Epoch 124/149 | beta 0.00100 | train recon 0.1340  game_mse 0.0000  kl/dim 0.513 | val recon 0.1600  game_mse nan  kl/dim 0.299
Epoch 125/149 | beta 0.00100 | train recon 0.1340  game_mse 0.0000  kl/dim 0.513 | val recon 0.1596  game_mse nan  kl/dim 0.310
Epoch 126/149 | beta 0.00100 | train recon 0.1348  game_mse 0.0000  kl/dim 0.514 | val recon 0.1582  game_mse nan  kl/dim 0.318
Epoch 127/149 | beta 0.00100 | train recon 0.1321  game_mse 0.0000  kl/dim 0.514 | val recon 0.1583  game_mse nan  kl/dim 0.323
Epoch 128/149 | beta 0.00100 | train recon 0.1334  game_mse 0.0000  kl/dim 0.515 | val recon 0.1598  game_mse nan  kl/dim 0.315
Epoch 129/149 | beta 0.00100 | train recon 0.1340  game_mse 0.0000  kl/dim 0.512 | val recon 0.1592  game_mse nan  kl/dim 0.322
Epoch 130/149 | beta 0.00100 | train recon 0.1325  game_mse 0.0000  kl/dim 0.513 | val recon 0.1601  game_mse nan  kl/dim 0.316
  [diag] P(over|z) std: mean=0.0247  std=0.0133  (target >0.05)
Epoch 131/149 | beta 0.00100 | train recon 0.1319  game_mse 0.0000  kl/dim 0.514 | val recon 0.1604  game_mse nan  kl/dim 0.317
Epoch 132/149 | beta 0.00100 | train recon 0.1325  game_mse 0.0000  kl/dim 0.512 | val recon 0.1593  game_mse nan  kl/dim 0.316
Epoch 133/149 | beta 0.00100 | train recon 0.1328  game_mse 0.0000  kl/dim 0.514 | val recon 0.1595  game_mse nan  kl/dim 0.303
Epoch 134/149 | beta 0.00100 | train recon 0.1347  game_mse 0.0000  kl/dim 0.515 | val recon 0.1581  game_mse nan  kl/dim 0.312
Epoch 135/149 | beta 0.00100 | train recon 0.1330  game_mse 0.0000  kl/dim 0.513 | val recon 0.1605  game_mse nan  kl/dim 0.311
